Chromosome	Start	End	Copy Number
1	1	100000	nan
1	100001	200000	nan
1	200001	300000	nan
1	300001	400000	nan
1	400001	500000	nan
1	500001	600000	nan
1	600001	700000	nan
1	700001	800000	1.844108807
1	800001	900000	2.161979685
1	900001	1000000	nan
1	1000001	1100000	1.678626303
1	1100001	1200000	1.699870892
1	1200001	1300000	nan
1	1300001	1400000	nan
1	1400001	1500000	1.501553593
1	1500001	1600000	1.664236131
1	1600001	1700000	1.829478791
1	1700001	1800000	1.150937165
1	1800001	1900000	1.177650177
1	1900001	2000000	1.671633875
1	2000001	2100000	3.001125027
1	2100001	2200000	2.417900936
1	2200001	2300000	1.808810145
1	2300001	2400000	1.266411867
1	2400001	2500000	2.062373265
1	2500001	2600000	2.433396197
1	2600001	2700000	nan
1	2700001	2800000	1.611951741
1	2800001	2900000	1.394409436
1	2900001	3000000	1.220265909
1	3000001	3100000	1.775397864
1	3100001	3200000	1.887495864
1	3200001	3300000	2.56198988
1	3300001	3400000	1.696361564
1	3400001	3500000	2.492913051
1	3500001	3600000	1.706664504
1	3600001	3700000	1.933515505
1	3700001	3800000	2.17891488
1	3800001	3900000	1.70915912
1	3900001	4000000	nan
1	4000001	4100000	2.588107927
1	4100001	4200000	2.142284039
1	4200001	4300000	1.078261632
1	4300001	4400000	1.762569731
1	4400001	4500000	1.318282759
1	4500001	4600000	1.764966251
1	4600001	4700000	2.105784021
1	4700001	4800000	2.471711011
1	4800001	4900000	1.543808763
1	4900001	5000000	2.123773163
1	5000001	5100000	1.667425308
1	5100001	5200000	2.0010858
1	5200001	5300000	2.166429183
1	5300001	5400000	2.577044723
1	5400001	5500000	1.840178392
1	5500001	5600000	1.67373676
1	5600001	5700000	1.740725048
1	5700001	5800000	2.180181426
1	5800001	5900000	1.525160071
1	5900001	6000000	2.852312079
1	6000001	6100000	1.661472787
1	6100001	6200000	1.818613405
1	6200001	6300000	1.469008995
1	6300001	6400000	2.043409987
1	6400001	6500000	1.70633997
1	6500001	6600000	nan
1	6600001	6700000	0.4556638501
1	6700001	6800000	1.543420187
1	6800001	6900000	1.227675507
1	6900001	7000000	1.34707048
1	7000001	7100000	1.494790715
1	7100001	7200000	1.672336964
1	7200001	7300000	2.347951755
1	7300001	7400000	2.053598019
1	7400001	7500000	2.259915736
1	7500001	7600000	1.977082203
1	7600001	7700000	1.663298485
1	7700001	7800000	1.320160397
1	7800001	7900000	2.282685341
1	7900001	8000000	1.267668631
1	8000001	8100000	1.372781547
1	8100001	8200000	1.510626845
